"[run number]","heavy-tail-dist","step-size","num","rw-type","[step]","ticks-till-border","max-diff-msd","mean-displacement"
"416","lognormal","1.04","300","levy","6103","919","14.294948561842336","22.85705281427458"
"415","lognormal","1.04","300","levy","6635","953","13.011573577435996","22.96255874649708"
"418","lognormal","1.08","300","levy","5367","968","13.2009926933328","22.874508857515927"
"419","lognormal","1.08","300","levy","6073","517","12.547247361740418","22.82615535417975"
"417","lognormal","1.08","300","levy","6333","793","12.560531741472975","23.119405323137286"
"420","lognormal","1.08","300","levy","5292","906","14.259082035250202","22.950649011729464"
"421","lognormal","1.12","300","levy","5866","645","12.900420574199739","24.733063618725446"
"423","lognormal","1.12","300","levy","6131","484","10.909784215238737","23.632534361667126"
"422","lognormal","1.12","300","levy","6626","789","11.028320107503376","24.153857970041397"
"424","lognormal","1.12","300","levy","5807","565","8.99016644477469","24.425077258677767"
"425","lognormal","1.16","300","levy","5763","640","13.618105766174956","24.483320821354916"
"427","lognormal","1.16","300","levy","5589","735","14.150047058877139","24.553177256552086"
"426","lognormal","1.16","300","levy","6128","743","12.298543528430919","23.493636226403765"
"428","lognormal","1.16","300","levy","5701","821","12.612191332769804","24.828627025874937"
"430","lognormal","1.2","300","levy","5358","604","12.77907245802976","26.570256380985175"
"431","lognormal","1.2","300","levy","5278","619","12.651904040103918","26.37130859424861"
"429","lognormal","1.2","300","levy","6364","464","9.517003182091017","26.076373962197724"
"432","lognormal","1.2","300","levy","4891","774","15.48773349344048","26.531066249909276"
"433","lognormal","1.24","300","levy","5247","773","14.533301784162141","26.247280948565834"
"434","lognormal","1.24","300","levy","4849","391","9.285422166001304","26.230471301081405"
"435","lognormal","1.24","300","levy","5241","649","13.001371130641907","25.81878873213322"
"437","lognormal","1.28","300","levy","4524","402","10.948489260020033","28.938667190315456"
"436","lognormal","1.24","300","levy","5328","625","12.57419693950547","26.778251403063262"
"439","lognormal","1.28","300","levy","4714","600","12.645128879311457","27.084354698494064"
"438","lognormal","1.28","300","levy","5198","541","11.512182366319916","27.77543055328441"
"440","lognormal","1.28","300","levy","4491","434","12.924838264320602","27.613792447978188"
"441","lognormal","1.32","300","levy","5177","511","11.031906700823942","29.626245693800367"
"442","lognormal","1.32","300","levy","4382","473","12.692128704296362","28.022347224148948"
"443","lognormal","1.32","300","levy","4512","364","10.567144553098164","27.243378780537856"
"445","lognormal","1.36","300","levy","4239","350","11.059757835050771","30.662494258049822"
"444","lognormal","1.32","300","levy","4903","524","12.322374654101974","27.37963282120002"
"446","lognormal","1.36","300","levy","4817","386","9.906996990938051","29.394461655200995"
"448","lognormal","1.36","300","levy","4033","528","12.171889655624604","28.79866476075907"
"447","lognormal","1.36","300","levy","4679","473","14.279212723266625","29.613218242651833"
"451","lognormal","1.4","300","levy","3860","529","13.468981605819053","29.906243068126372"
"450","lognormal","1.4","300","levy","4943","394","10.297471388595877","30.024579858914507"
"449","lognormal","1.4","300","levy","4423","448","12.625555299930912","29.72743503497961"
"452","lognormal","1.4","300","levy","4651","298","10.989484328534633","31.504944107948763"
"454","lognormal","1.44","300","levy","3991","286","9.291275916003638","29.61223476819289"
"453","lognormal","1.44","300","levy","4246","290","11.527651853798066","32.43076973294199"
"455","lognormal","1.44","300","levy","4071","443","11.62251603299097","32.57366979653446"
"456","lognormal","1.44","300","levy","3787","122","4.997695988527333","30.860891204912857"
"457","lognormal","1.48","300","levy","3639","313","11.168257507735262","32.52363559066815"
"458","lognormal","1.48","300","levy","3435","323","12.99060307717605","32.41735306590172"
"459","lognormal","1.48","300","levy","3680","378","10.89403182657048","32.426447234429574"
"460","lognormal","1.48","300","levy","4181","408","13.249478974668964","34.06685012629596"
"461","lognormal","1.52","300","levy","3663","289","10.117506799882033","32.280928205882816"
"462","lognormal","1.52","300","levy","4159","478","14.081997869673707","33.03368877188432"
"463","lognormal","1.52","300","levy","3920","225","8.551263979010287","33.71432188773626"
"465","lognormal","1.56","300","levy","3417","324","11.688242448750781","34.430872983476995"
"464","lognormal","1.52","300","levy","4108","441","13.421653690035004","32.815143916972566"
"466","lognormal","1.56","300","levy","3834","308","12.558649072226206","34.64255939469348"
"467","lognormal","1.56","300","levy","3510","381","13.250393108867332","33.404811128040016"
"469","lognormal","1.6","300","levy","3216","246","11.858280711903529","33.17478346959038"
"468","lognormal","1.56","300","levy","3927","463","13.144394079714658","34.45627928911036"
"470","lognormal","1.6","300","levy","3678","238","12.954481832195864","34.93771321321573"
"471","lognormal","1.6","300","levy","3821","312","12.239641505758108","32.77923760435473"
"472","lognormal","1.6","300","levy","3280","294","11.625213798673773","33.160781883238506"
"473","lognormal","1.64","300","levy","3670","261","11.766629419408247","33.42970553244705"
"476","lognormal","1.64","300","levy","3191","263","11.023766573536587","35.9778646808846"
"475","lognormal","1.64","300","levy","3896","289","10.770152540242972","34.675525932513125"
"474","lognormal","1.64","300","levy","3654","370","12.843319829920553","34.30526151221576"
"477","lognormal","1.68","300","levy","3520","307","12.382970478674014","36.528565349547286"
"478","lognormal","1.68","300","levy","3484","300","11.834861619748029","37.60947880301388"
"479","lognormal","1.68","300","levy","2996","250","10.4840605653613","35.896743040551065"
"480","lognormal","1.68","300","levy","3041","404","12.561575029225537","34.54180229409655"
"483","lognormal","1.72","300","levy","3259","224","9.103897192767384","35.9210529075094"
"481","lognormal","1.72","300","levy","3591","299","11.66495970749089","36.699858867549636"
"482","lognormal","1.72","300","levy","3436","224","11.007451912378759","37.524471073551666"
"484","lognormal","1.72","300","levy","3372","260","13.459132873633692","38.65593927164008"
"485","lognormal","1.76","300","levy","3263","263","15.084561508117162","37.05217218206337"
"486","lognormal","1.76","300","levy","2867","319","13.726550138032692","38.52265582497519"
"487","lognormal","1.76","300","levy","2850","253","10.939393467232648","37.93043087148907"
"488","lognormal","1.76","300","levy","2800","322","15.343928825566334","38.67212146245537"
"489","lognormal","1.8","300","levy","3180","300","13.74876780473138","40.166975721430305"
"490","lognormal","1.8","300","levy","3329","283","10.528615224504097","37.6576611206822"
"491","lognormal","1.8","300","levy","3069","226","10.673651914290403","39.06760828991335"
"492","lognormal","1.8","300","levy","2783","275","11.871809541882616","40.53616958898878"
"493","lognormal","1.84","300","levy","2864","199","11.73509162763715","39.77354383236428"
"494","lognormal","1.84","300","levy","3008","199","11.628733557341999","38.988162914912515"
"495","lognormal","1.84","300","levy","3214","223","11.584596607746136","41.80536683728528"
"496","lognormal","1.84","300","levy","3108","258","12.786032859911561","39.697358329826926"
"497","lognormal","1.88","300","levy","3017","273","14.258239958417615","41.542701540880294"
"499","lognormal","1.88","300","levy","3061","237","12.638531085591172","40.389666473549696"
"498","lognormal","1.88","300","levy","3465","229","13.412460919279052","39.187664661877875"
"500","lognormal","1.88","300","levy","3039","274","10.976982270836814","41.09248310392058"
"502","lognormal","1.92","300","levy","2848","209","13.925236002702782","41.00442110672111"
"501","lognormal","1.92","300","levy","2734","138","10.543324271147519","39.303836382544425"
"503","lognormal","1.92","300","levy","2794","174","9.965939144579483","39.71962042615311"
"505","lognormal","1.96","300","levy","2737","208","11.730536636041382","42.30723325049892"
"504","lognormal","1.92","300","levy","2761","246","12.300941396315583","43.258228122769864"
"506","lognormal","1.96","300","levy","3026","143","8.961252107351545","43.00959417785935"
"509","lognormal","2","300","levy","2893","156","9.95276904772745","42.880444041867484"
"508","lognormal","1.96","300","levy","2989","183","12.398891510340022","43.4710055717945"
"507","lognormal","1.96","300","levy","3425","211","11.46880767116059","41.89669643620018"
"511","lognormal","2","300","levy","2656","180","10.169401309398069","41.96378499555454"
"510","lognormal","2","300","levy","3196","227","10.753700126165253","45.08401597823923"
"512","lognormal","2","300","levy","3522","129","9.857307934370677","44.04058446959293"
"515","lognormal","2.04","300","levy","2496","259","14.578325381107454","42.009737649952655"
"513","lognormal","2.04","300","levy","2819","197","11.935744676655688","43.65799288199452"
"514","lognormal","2.04","300","levy","2721","154","9.365748843891414","43.31159408656909"
"516","lognormal","2.04","300","levy","2819","156","12.100267915739504","45.47265175240692"
"517","lognormal","2.08","300","levy","2580","285","15.019571274714224","44.169545906768775"
"518","lognormal","2.08","300","levy","2658","179","11.23357220614984","44.122211708451196"
"520","lognormal","2.08","300","levy","2867","249","12.402480039860862","42.6206169034411"
"519","lognormal","2.08","300","levy","2903","224","14.460053871869484","44.40421577626908"
"521","lognormal","2.12","300","levy","2546","180","10.871622434118049","45.31945200113054"
"522","lognormal","2.12","300","levy","2551","147","11.12369217020704","44.783873505617294"
"523","lognormal","2.12","300","levy","2505","176","10.649718771869562","42.978267644129296"
"524","lognormal","2.12","300","levy","2686","192","12.679483876168824","43.131240789080046"
"525","lognormal","2.16","300","levy","2424","205","12.862326487068579","47.11617121242413"
"526","lognormal","2.16","300","levy","2318","110","10.426542633230675","47.137783248069745"
"528","lognormal","2.16","300","levy","2634","156","11.496482934062882","46.650358687530385"
"529","lognormal","2.2","300","levy","2152","200","10.883643953637424","47.03404239023724"
"527","lognormal","2.16","300","levy","2639","192","14.088994592674183","47.58870377307049"
"530","lognormal","2.2","300","levy","2736","110","9.965427048084532","46.753283553708485"
"531","lognormal","2.2","300","levy","2774","210","14.187581147180271","47.32076449760693"
"532","lognormal","2.2","300","levy","2870","194","12.31158513744835","46.60144805716257"
"534","lognormal","2.24","300","levy","2425","140","10.908459517606556","49.336923939257275"
"533","lognormal","2.24","300","levy","2649","174","11.83698167637099","47.612746727449625"
"535","lognormal","2.24","300","levy","2443","214","10.577845071691577","52.6718879535346"
"536","lognormal","2.24","300","levy","2512","192","12.73098642183928","47.60714761115658"
"538","lognormal","2.28","300","levy","2565","84","9.862046993625402","49.62358696406607"
"539","lognormal","2.28","300","levy","2363","116","9.726377580609643","51.729753607747874"
"537","lognormal","2.28","300","levy","2569","106","9.389337298650748","54.69031563007242"
"540","lognormal","2.28","300","levy","2444","168","11.4038697708446","50.40902302838846"
"541","lognormal","2.32","300","levy","2562","119","13.49169223120926","48.292541062220984"
"542","lognormal","2.32","300","levy","2705","203","12.847088954624027","50.88041875053763"
"545","lognormal","2.36","300","levy","2091","151","12.701536844405808","53.492408040538"
"543","lognormal","2.32","300","levy","2349","175","12.136218070542867","52.30506380683705"
"546","lognormal","2.36","300","levy","2193","131","11.988895374551042","52.850790114472574"
"544","lognormal","2.32","300","levy","2647","111","10.48234555137164","51.287661130904624"
"547","lognormal","2.36","300","levy","2338","139","11.478587334502699","53.12633175786376"
"548","lognormal","2.36","300","levy","2258","179","11.53336252951523","51.53110356171111"
"549","lognormal","2.4","300","levy","2384","146","10.66383027422869","51.80769465268943"
"550","lognormal","2.4","300","levy","2370","148","11.754033061513582","55.215879847224095"
"552","lognormal","2.4","300","levy","2270","167","11.621396304647497","54.9113261912743"
"551","lognormal","2.4","300","levy","2850","75","9.316737266142525","57.660763295593114"
"553","lognormal","2.44","300","levy","2328","229","13.388491031053682","55.90988538340707"
"555","lognormal","2.44","300","levy","1983","137","10.633574196386185","52.20046979869809"
"554","lognormal","2.44","300","levy","2152","123","11.776838642507368","52.14672992755447"
"556","lognormal","2.44","300","levy","2374","107","10.530375846025354","53.02970135358072"
"557","lognormal","2.48","300","levy","2303","181","14.834635732509007","54.366327668860976"
"558","lognormal","2.48","300","levy","2531","96","10.824126971531577","56.96953154715382"
"559","lognormal","2.48","300","levy","2341","163","12.368167204166056","53.49458941657642"
"560","lognormal","2.48","300","levy","2362","157","12.220014514039764","51.472590362330415"
"561","lognormal","2.52","300","levy","2285","145","11.188945514185672","53.57013390048563"
"562","lognormal","2.52","300","levy","2281","177","11.4425898762292","55.34465880333974"
"563","lognormal","2.52","300","levy","2045","140","12.223659379181537","51.72985069839522"
"564","lognormal","2.52","300","levy","2292","168","15.27010158850613","56.52430125113595"
"565","lognormal","2.56","300","levy","2027","126","13.795369360378153","60.36623940202971"
"566","lognormal","2.56","300","levy","2036","158","9.790844798498938","53.63700123953363"
"567","lognormal","2.56","300","levy","2279","67","10.083122609929454","58.98105590746968"
"569","lognormal","2.6","300","levy","2114","135","10.683825261986119","58.63541345193065"
"568","lognormal","2.56","300","levy","2414","161","15.054161621580448","58.62228532591215"
"570","lognormal","2.6","300","levy","2538","120","11.830161429825978","56.41984812631734"
"571","lognormal","2.6","300","levy","2116","104","11.029820821225261","56.74396003918829"
"572","lognormal","2.6","300","levy","2290","105","11.525910418014234","54.627979817341775"
"574","lognormal","2.64","300","levy","2166","141","12.895292760266848","51.908111372941185"
"575","lognormal","2.64","300","levy","2108","137","14.518992916630939","58.57834253841039"
"573","lognormal","2.64","300","levy","2607","59","9.278163150840786","57.98567439687742"
"576","lognormal","2.64","300","levy","2053","76","11.100565464787785","55.660067818588296"
"578","lognormal","2.68","300","levy","2056","109","13.2600464678146","57.05075129779333"
"577","lognormal","2.68","300","levy","1994","141","13.155418319779429","59.39933627695296"
"580","lognormal","2.68","300","levy","1943","132","12.584696676372765","57.56871060907782"
"579","lognormal","2.68","300","levy","2350","132","13.22700342283095","57.346523471968645"
"581","lognormal","2.72","300","levy","2142","163","12.228216662997035","59.800504727731926"
"582","lognormal","2.72","300","levy","2035","85","10.041172408725064","54.34425881218108"
"583","lognormal","2.72","300","levy","2111","137","12.5292961051186","55.80891773916428"
"585","lognormal","2.76","300","levy","2031","102","9.809052635815728","57.783247367584785"
"587","lognormal","2.76","300","levy","1821","110","11.324928774333216","57.574151499935304"
"586","lognormal","2.76","300","levy","2088","107","11.237324765134762","60.83485865749021"
"584","lognormal","2.72","300","levy","2502","97","10.57915546630618","56.355231099006595"
"588","lognormal","2.76","300","levy","1965","115","11.927352788921414","58.07721033074591"
"589","lognormal","2.8","300","levy","2170","77","9.223698347968114","64.19331094904415"
"590","lognormal","2.8","300","levy","1944","118","10.27370874725154","62.142962757028236"
"591","lognormal","2.8","300","levy","2157","118","12.284900981005087","59.710533812148775"
"593","lognormal","2.84","300","levy","2014","95","11.305637347844389","60.173349693520706"
"594","lognormal","2.84","300","levy","1982","125","13.501658022893793","58.5544941424711"
"592","lognormal","2.8","300","levy","2255","111","12.931652279413004","63.185258367747544"
"595","lognormal","2.84","300","levy","2329","89","11.76135320621204","68.52127286419778"
"596","lognormal","2.84","300","levy","2395","79","12.559834670965255","69.90027016758198"
"597","lognormal","2.88","300","levy","2258","87","10.604662331159695","69.06128667877964"
"600","lognormal","2.88","300","levy","2225","139","12.724762364667129","61.962438042485054"
"599","lognormal","2.88","300","levy","2174","99","14.240656580159069","66.42587688391376"
"598","lognormal","2.88","300","levy","2201","87","13.122899404024018","63.67359918468732"
"601","lognormal","2.92","300","levy","1868","102","10.994862249498922","70.41919823107551"
"602","lognormal","2.92","300","levy","2313","95","8.732383936933385","64.92212351610208"
"603","lognormal","2.92","300","levy","2222","105","10.35787109122661","58.73906975667125"
"604","lognormal","2.92","300","levy","2005","91","11.157902642790706","63.93582947516565"
"605","lognormal","2.96","300","levy","1881","82","12.05055540365283","70.41462018240013"
"606","lognormal","2.96","300","levy","2200","140","10.749302067408124","60.90995589351385"
"607","lognormal","2.96","300","levy","2050","72","9.12662822783009","59.03110021625607"
"611","lognormal","3","300","levy","1947","111","11.467188174124786","62.025809739018676"
"609","lognormal","3","300","levy","2000","89","10.774496785939583","66.5027394701932"
"608","lognormal","2.96","300","levy","2190","68","9.861326581809049","60.593086088015845"
"610","lognormal","3","300","levy","2110","133","13.47468264234999","64.04202183291946"
"612","lognormal","3","300","levy","2679","95","13.051793758195565","67.79744823429196"
