"[run number]","r","step-size","num","rw-type","[step]","ticks-till-border","max-diff-msd","mean-displacement"
"43","0","1.4","300","deterministic","2130","72","87.60339031755299","19.49899651076968"
"45","0","1.44","300","deterministic","2071","70","87.39846163739777","12.165994286548743"
"44","0","1.4","300","deterministic","2192","72","87.60339031755298","35.26204822039465"
"46","0","1.44","300","deterministic","2085","70","87.39846163739777","25.132290996115007"
"47","0","1.44","300","deterministic","1984","70","87.39846163739774","1.6266336386054316"
"48","0","1.44","300","deterministic","2179","70","87.39846163739782","19.239967098810133"
"49","0","1.48","300","deterministic","2350","68","87.04567789762874","29.805048106828504"
"51","0","1.48","300","deterministic","2070","68","87.0456778976287","26.30779421656262"
"50","0","1.48","300","deterministic","2254","68","87.04567789762874","8.25150961859953"
"52","0","1.48","300","deterministic","2113","68","87.0456778976287","18.377326913113237"
"53","0","1.52","300","deterministic","2467","67","87.97146162495349","24.040027400658126"
"54","0","1.52","300","deterministic","1891","67","87.97146162495352","29.21493950214752"
"55","0","1.52","300","deterministic","1972","67","87.97146162495349","23.917325939768908"
"56","0","1.52","300","deterministic","2249","67","87.97146162495352","21.809745309585676"
"57","0","1.56","300","deterministic","2342","65","87.35999999999981","8.416434359841444"
"58","0","1.56","300","deterministic","2304","65","87.35999999999981","23.894808220518584"
"60","0","1.56","300","deterministic","1964","65","87.35999999999983","19.47942051106737"
"59","0","1.56","300","deterministic","2604","65","87.35999999999983","22.023765844545334"
"61","0","1.6","300","deterministic","2177","63","86.6015874015812","30.45984531544373"
"62","0","1.6","300","deterministic","2095","63","86.60158740158123","27.20768502800522"
"63","0","1.6","300","deterministic","2127","63","86.60158740158121","6.212620991590364"
"65","0","1.64","300","deterministic","1845","62","87.23119053151329","34.096198801523485"
"64","0","1.6","300","deterministic","2163","63","86.60158740158123","21.965362483507555"
"67","0","1.64","300","deterministic","1904","62","87.23119053151329","22.225937356459387"
"66","0","1.64","300","deterministic","2135","62","87.23119053151329","14.010314978700272"
"68","0","1.64","300","deterministic","1958","62","87.23119053151329","29.892919367139665"
"69","0","1.68","300","deterministic","2205","60","86.21567514358071","16.687749589183568"
"70","0","1.68","300","deterministic","2141","60","86.21567514358071","9.976480806275298"
"71","0","1.68","300","deterministic","2243","60","86.21567514358071","31.811519727493078"
"72","0","1.68","300","deterministic","2057","60","86.21567514358071","30.587781805840752"
"73","0","1.72","300","deterministic","2012","59","86.6608702579139","32.12819221337667"
"74","0","1.72","300","deterministic","2032","59","86.66087025791388","59.62434306007764"
"75","0","1.72","300","deterministic","2452","59","86.6608702579139","1.4839985770843038"
"76","0","1.72","300","deterministic","2136","59","86.66087025791388","24.836249250771036"
"78","0","1.76","300","deterministic","1947","58","87.03229139392364","25.713341454852863"
"77","0","1.76","300","deterministic","2426","58","87.0322913939237","32.30028382978161"
"80","0","1.76","300","deterministic","2193","58","87.03229139392366","2.0466117725498876"
"81","0","1.8","300","deterministic","2751","56","85.65084272322783","47.29423231799282"
"83","0","1.8","300","deterministic","2261","56","85.65084272322781","19.89291529374296"
"79","0","1.76","300","deterministic","3824","58","87.0322913939237","26.304626131941628"
"82","0","1.8","300","deterministic","2820","56","85.65084272322781","18.695671158501952"
"84","0","1.8","300","deterministic","2261","56","85.6508427232278","66.65731501984867"
"85","0","1.84","300","deterministic","2437","55","85.83881661983659","16.465981276937434"
"86","0","1.84","300","deterministic","2138","55","85.83881661983662","11.839830421422233"
"88","0","1.84","300","deterministic","2165","55","85.83881661983659","24.231896071149897"
"87","0","1.84","300","deterministic","2227","55","85.83881661983662","77.08280888844202"
"89","0","1.88","300","deterministic","2106","54","85.95339340815289","15.047939085405705"
"90","0","1.88","300","deterministic","2141","54","85.95339340815286","34.12589436181854"
"91","0","1.88","300","deterministic","2287","54","85.95339340815283","29.224343528928888"
"93","0","1.92","300","deterministic","2108","53","85.9946831022181","39.774346286199766"
"94","0","1.92","300","deterministic","2541","53","85.9946831022181","19.788299372003053"
"95","0","1.92","300","deterministic","2421","53","85.99468310221809","43.25907478043018"
"92","0","1.88","300","deterministic","2892","54","85.95339340815283","11.781904900787483"
"96","0","1.92","300","deterministic","2544","53","85.9946831022181","15.15318409482226"
"97","0","1.96","300","deterministic","2667","52","85.96280028005623","43.481750095421994"
"98","0","1.96","300","deterministic","2233","52","85.96280028005621","9.203827863121283"
"99","0","1.96","300","deterministic","2667","52","85.96280028005621","34.32935235090655"
"100","0","1.96","300","deterministic","2395","52","85.96280028005621","11.31344977620789"
"101","0","2","300","deterministic","2623","51","85.85786437626905","51.708876092296556"
"102","0","2","300","deterministic","2105","51","85.85786437626905","31.631148373814916"
"103","0","2","300","deterministic","2375","51","85.85786437626903","56.109654932343474"
"104","0","2","300","deterministic","2363","51","85.85786437626905","31.63016799510987"
"106","0","2.04","300","deterministic","2122","50","85.68000000000022","38.07995820603338"
"105","0","2.04","300","deterministic","2169","50","85.68000000000022","40.03417062526423"
"107","0","2.04","300","deterministic","2283","50","85.68000000000022","34.142263058641205"
"109","0","2.08","300","deterministic","2032","49","85.42933728102679","45.61545986480436"
"108","0","2.04","300","deterministic","2365","50","85.68000000000022","36.11194961504337"
"110","0","2.08","300","deterministic","2372","49","85.42933728102676","10.020674542978307"
"111","0","2.08","300","deterministic","1985","49","85.42933728102676","4.136534488168684"
"112","0","2.08","300","deterministic","2183","49","85.42933728102679","27.096475079835177"
"113","0","2.12","300","deterministic","2059","48","85.10601224715","27.621655723299284"
"115","0","2.12","300","deterministic","2104","48","85.10601224715003","76.89073115833557"
"114","0","2.12","300","deterministic","2676","48","85.10601224715005","48.010909882826546"
"116","0","2.12","300","deterministic","2328","48","85.10601224715006","12.065847785017219"
"118","0","2.16","300","deterministic","1834","47","84.71016723644924","36.15156930437233"
"119","0","2.16","300","deterministic","2031","47","84.71016723644921","46.07992584830094"
"117","0","2.16","300","deterministic","2498","47","84.71016723644924","28.494393219851958"
"121","0","2.2","300","deterministic","1911","46","84.24195134850139","54.00873999684718"
"120","0","2.16","300","deterministic","2463","47","84.71016723644922","31.539334464767244"
"122","0","2.2","300","deterministic","2309","46","84.24195134850139","34.64589241123567"
"123","0","2.2","300","deterministic","2329","46","84.24195134850137","36.546431712243525"
"124","0","2.2","300","deterministic","2145","46","84.24195134850137","54.82935824985603"
"125","0","2.24","300","deterministic","2122","45","83.70152093920791","33.000765935691845"
"126","0","2.24","300","deterministic","2568","45","83.70152093920785","19.721440638470447"
"128","0","2.24","300","deterministic","2109","45","83.7015209392078","12.35018471216275"
"127","0","2.24","300","deterministic","2403","45","83.70152093920784","39.13063221206376"
"130","0","2.28","300","deterministic","2231","45","85.19619095597953","21.15898939707445"
"131","0","2.28","300","deterministic","2098","45","85.19619095597952","36.05209019411332"
"129","0","2.28","300","deterministic","2517","45","85.19619095597947","33.886460044648096"
"132","0","2.28","300","deterministic","1998","45","85.19619095597953","8.723779532093001"
"134","0","2.32","300","deterministic","1864","44","84.54674262361915","19.23571684046166"
"133","0","2.32","300","deterministic","2244","44","84.54674262361917","43.75829283101898"
"136","0","2.32","300","deterministic","1781","44","84.54674262361917","52.88487113050121"
"135","0","2.32","300","deterministic","2280","44","84.54674262361917","44.816194086273086"
"137","0","2.36","300","deterministic","2150","43","83.82545195175743","26.987078883359352"
"138","0","2.36","300","deterministic","1891","43","83.82545195175744","43.37498386675292"
"139","0","2.36","300","deterministic","1932","43","83.82545195175743","23.648485746283463"
"140","0","2.36","300","deterministic","2073","43","83.82545195175743","9.284965828364955"
"141","0","2.4","300","deterministic","2167","42","83.03250183016134","39.5964518762245"
"142","0","2.4","300","deterministic","2010","42","83.03250183016134","71.21911912089439"
"143","0","2.4","300","deterministic","2590","42","83.03250183016134","68.22848280713153"
"144","0","2.4","300","deterministic","2469","42","83.03250183016134","29.185813806822075"
"146","0","2.44","300","deterministic","2046","42","84.41637686066409","56.41151906692097"
"145","0","2.44","300","deterministic","2168","42","84.41637686066406","31.620675573138485"
"147","0","2.44","300","deterministic","2420","42","84.41637686066406","80.4843217638904"
"148","0","2.44","300","deterministic","2252","42","84.41637686066407","41.12323742272541"
"150","0","2.48","300","deterministic","2205","41","83.51510280556496","79.26375400655306"
"151","0","2.48","300","deterministic","2170","41","83.51510280556494","8.604751630656606"
"149","0","2.48","300","deterministic","2932","41","83.515102805565","39.974056054580196"
"152","0","2.48","300","deterministic","2464","41","83.515102805565","19.268362648227903"
"153","0","2.52","300","deterministic","2257","40","82.54260504403581","8.8649491262789"
"154","0","2.52","300","deterministic","2435","40","82.54260504403581","9.951157460281971"
"155","0","2.52","300","deterministic","2511","40","82.54260504403582","53.405377068884704"
"157","0","2.56","300","deterministic","2197","40","83.85280512409992","60.82255567819106"
"156","0","2.52","300","deterministic","2748","40","82.54260504403585","23.98420220383333"
"159","0","2.56","300","deterministic","2107","40","83.85280512409993","11.532702264909302"
