"[run number]","dist-for-first","step-size","num","rw-type","[step]","ticks-till-border","max-diff-msd","mean-displacement"
"252","poisson","1.44","300","Discrete directions, continuous step","4401","409","10.001581352589753","27.452282556023416"
"253","poisson","1.48","300","Discrete directions, continuous step","4785","487","10.305024949807702","30.388549052158318"
"255","poisson","1.48","300","Discrete directions, continuous step","4020","546","10.57581165006971","29.454773624849633"
"254","poisson","1.48","300","Discrete directions, continuous step","4348","560","8.752262634750963","29.29324455762351"
"256","poisson","1.48","300","Discrete directions, continuous step","4683","455","11.846145719295446","29.41975219659125"
"258","poisson","1.52","300","Discrete directions, continuous step","4362","392","9.019300253007621","30.02458262068753"
"257","poisson","1.52","300","Discrete directions, continuous step","5821","522","9.509615609822838","29.80767744260577"
"259","poisson","1.52","300","Discrete directions, continuous step","5132","374","9.422427785979519","29.50811650851811"
"260","poisson","1.52","300","Discrete directions, continuous step","4065","272","8.168986767441144","30.572541523009576"
"262","poisson","1.56","300","Discrete directions, continuous step","3530","269","7.8556601535920905","31.971515085072518"
"261","poisson","1.56","300","Discrete directions, continuous step","3931","590","10.373972044073525","31.826405296028042"
"263","poisson","1.56","300","Discrete directions, continuous step","4055","496","10.998961234130235","30.87074103449025"
"264","poisson","1.56","300","Discrete directions, continuous step","3941","371","8.33685459177227","30.6833427024559"
"266","poisson","1.6","300","Discrete directions, continuous step","3671","303","8.47297551230935","30.487240856993726"
"268","poisson","1.6","300","Discrete directions, continuous step","3777","376","9.235099754765429","30.317564394168677"
"265","poisson","1.6","300","Discrete directions, continuous step","4382","373","9.446637477220545","31.45096348142455"
"267","poisson","1.6","300","Discrete directions, continuous step","4134","327","8.565161171349828","31.512786962184848"
"269","poisson","1.64","300","Discrete directions, continuous step","3993","299","6.311814406166597","33.54204196926807"
"270","poisson","1.64","300","Discrete directions, continuous step","3559","503","9.523361203547275","31.662548450486998"
"272","poisson","1.64","300","Discrete directions, continuous step","4118","307","9.152948251619108","31.07866623358369"
"275","poisson","1.68","300","Discrete directions, continuous step","3591","460","10.09504819375067","33.78152048493159"
"274","poisson","1.68","300","Discrete directions, continuous step","4489","261","10.861088448694382","31.54059018617895"
"271","poisson","1.64","300","Discrete directions, continuous step","4917","423","9.021053390912805","31.27632001995349"
"273","poisson","1.68","300","Discrete directions, continuous step","4764","451","8.191262875643133","33.0693024061617"
"276","poisson","1.68","300","Discrete directions, continuous step","4140","375","9.539086000314263","33.75959745771655"
"277","poisson","1.72","300","Discrete directions, continuous step","3828","401","10.705305035322809","32.9825207104968"
"279","poisson","1.72","300","Discrete directions, continuous step","3393","344","8.580287453093785","33.18475869075445"
"280","poisson","1.72","300","Discrete directions, continuous step","3461","454","9.78011462992437","32.10949949461635"
"278","poisson","1.72","300","Discrete directions, continuous step","3829","385","8.08892021560407","33.225005874341996"
"281","poisson","1.76","300","Discrete directions, continuous step","3697","364","8.315873474581132","32.40137631619884"
"283","poisson","1.76","300","Discrete directions, continuous step","3433","360","10.308420424646378","32.68458056073461"
"287","poisson","1.8","300","Discrete directions, continuous step","3293","359","8.541423626840391","34.9750603391524"
"282","poisson","1.76","300","Discrete directions, continuous step","4321","323","9.176922292402942","33.750609193520134"
"285","poisson","1.8","300","Discrete directions, continuous step","3782","409","8.833976384171251","34.11714322379191"
"284","poisson","1.76","300","Discrete directions, continuous step","3979","376","7.452493620559771","33.9959866212585"
"286","poisson","1.8","300","Discrete directions, continuous step","4180","433","7.869139691291636","35.706880703039936"
"288","poisson","1.8","300","Discrete directions, continuous step","3819","445","9.222008807178632","33.790865580113596"
"289","poisson","1.84","300","Discrete directions, continuous step","3263","328","10.87227065644587","34.882109443895864"
"292","poisson","1.84","300","Discrete directions, continuous step","3542","449","11.644367180394326","35.5089234428687"
